journal_id,journal_name,publisher,status,confidence,warning,best_candidate,best_candidate_confidence,best_candidate_id,openalex_search_hint
aana-journal,AANA Journal,AANA Publishing,unresolved,0,"OpenAlex search errors: AANA Journal: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10 | Journal of the American Association of Nurse Anesthetists: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10",,,,/sources?search=AANA%20Journal&filter=type:journal&per-page=5
home-health-care-management-and-practice,Home Health Care Management & Practice,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Home%20Health%20Care%20Management%20%26%20Practice&filter=type:journal&per-page=5
home-health-care-services-quarterly,Home Health Care Services Quarterly,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Home%20Health%20Care%20Services%20Quarterly&filter=type:journal&per-page=5
home-healthcare-now,Home Healthcare Now,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Home%20Healthcare%20Now&filter=type:journal&per-page=5
horizonte-de-enfermeria,Horizonte de Enfermería,Pontificia Universidad Católica de Chile,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Horizonte%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5
index-de-enfermeria,Index de Enfermería,Fundación Index,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Index%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5
informatics-for-health-and-social-care,Informatics for Health and Social Care,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Informatics%20for%20Health%20and%20Social%20Care&filter=type:journal&per-page=5
intensive-and-critical-care-nursing,Intensive and Critical Care Nursing,Elsevier / Churchill Livingstone,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Intensive%20and%20Critical%20Care%20Nursing&filter=type:journal&per-page=5
international-emergency-nursing,International Emergency Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Emergency%20Nursing&filter=type:journal&per-page=5
international-journal-for-human-caring,International Journal for Human Caring,International Association for Human Caring,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20for%20Human%20Caring&filter=type:journal&per-page=5
international-journal-of-africa-nursing-sciences,International Journal of Africa Nursing Sciences,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Africa%20Nursing%20Sciences&filter=type:journal&per-page=5
international-journal-of-community-based-nursing-and-midwifery,International Journal of Community Based Nursing and Midwifery,Shiraz University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Community%20Based%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5
international-journal-of-healthcare-management,International Journal of Healthcare Management,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Healthcare%20Management&filter=type:journal&per-page=5
international-journal-of-mental-health-nursing,International Journal of Mental Health Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Mental%20Health%20Nursing&filter=type:journal&per-page=5
international-journal-of-nursing-education-scholarship,International Journal of Nursing Education Scholarship,De Gruyter,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Education%20Scholarship&filter=type:journal&per-page=5
international-journal-of-nursing-knowledge,International Journal of Nursing Knowledge,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Knowledge&filter=type:journal&per-page=5
international-journal-of-nursing-practice,International Journal of Nursing Practice,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Practice&filter=type:journal&per-page=5
international-journal-of-nursing-sciences,International Journal of Nursing Sciences,Elsevier / Chinese Nursing Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Sciences&filter=type:journal&per-page=5
international-journal-of-nursing-studies,International Journal of Nursing Studies,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Studies&filter=type:journal&per-page=5
international-journal-of-nursing-studies-advances,International Journal of Nursing Studies Advances,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Nursing%20Studies%20Advances&filter=type:journal&per-page=5
international-journal-of-older-people-nursing,International Journal of Older People Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Older%20People%20Nursing&filter=type:journal&per-page=5
international-journal-of-orthopaedic-and-trauma-nursing,International Journal of Orthopaedic and Trauma Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Orthopaedic%20and%20Trauma%20Nursing&filter=type:journal&per-page=5
international-journal-of-palliative-nursing,International Journal of Palliative Nursing,MA Healthcare,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Palliative%20Nursing&filter=type:journal&per-page=5
international-journal-of-practice-based-learning-in-health-and-social-care,International Journal of Practice-Based Learning in Health and Social Care,Coventry University,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Practice-Based%20Learning%20in%20Health%20and%20Social%20Care&filter=type:journal&per-page=5
international-journal-of-urological-nursing,International Journal of Urological Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Journal%20of%20Urological%20Nursing&filter=type:journal&per-page=5
international-nursing-review,International Nursing Review,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=International%20Nursing%20Review&filter=type:journal&per-page=5
investigacion-y-educacion-en-enfermeria,Investigación y Educación en Enfermería,Universidad de Antioquia,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Investigaci%C3%B3n%20y%20Educaci%C3%B3n%20en%20Enfermer%C3%ADa&filter=type:journal&per-page=5
iranian-journal-of-nursing-and-midwifery-research,Iranian Journal of Nursing and Midwifery Research,Wolters Kluwer Medknow,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Iranian%20Journal%20of%20Nursing%20and%20Midwifery%20Research&filter=type:journal&per-page=5
issues-in-mental-health-nursing,Issues in Mental Health Nursing,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Issues%20in%20Mental%20Health%20Nursing&filter=type:journal&per-page=5
jbi-evidence-implementation,JBI Evidence Implementation,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=JBI%20Evidence%20Implementation&filter=type:journal&per-page=5
jbi-evidence-synthesis,JBI Evidence Synthesis,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=JBI%20Evidence%20Synthesis&filter=type:journal&per-page=5
jmir-nursing,JMIR Nursing,JMIR Publications,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=JMIR%20Nursing&filter=type:journal&per-page=5
jognn-journal-of-obstetric-gynecologic-and-neonatal-nursing,"JOGNN, Journal of Obstetric, Gynecologic, and Neonatal Nursing",Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=JOGNN%2C%20Journal%20of%20Obstetric%2C%20Gynecologic%2C%20and%20Neonatal%20Nursing&filter=type:journal&per-page=5
japan-journal-of-nursing-science,Japan Journal of Nursing Science,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Japan%20Journal%20of%20Nursing%20Science&filter=type:journal&per-page=5
journal-for-nurse-practitioners,Journal for Nurse Practitioners,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20for%20Nurse%20Practitioners&filter=type:journal&per-page=5
journal-for-nurses-in-professional-development,Journal for Nurses in Professional Development,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20for%20Nurses%20in%20Professional%20Development&filter=type:journal&per-page=5
journal-for-specialists-in-pediatric-nursing,Journal for Specialists in Pediatric Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20for%20Specialists%20in%20Pediatric%20Nursing&filter=type:journal&per-page=5
journal-of-addictions-nursing,Journal of Addictions Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Addictions%20Nursing&filter=type:journal&per-page=5
journal-of-advanced-nursing,Journal of Advanced Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Advanced%20Nursing&filter=type:journal&per-page=5
journal-of-asian-midwives,Journal of Asian Midwives,South Asian Midwives Alliance,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Asian%20Midwives&filter=type:journal&per-page=5
journal-of-cardiovascular-nursing,Journal of Cardiovascular Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Cardiovascular%20Nursing&filter=type:journal&per-page=5
journal-of-caring-sciences,Journal of Caring Sciences,Tabriz University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Caring%20Sciences&filter=type:journal&per-page=5
journal-of-child-health-care,Journal of Child Health Care,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Child%20Health%20Care&filter=type:journal&per-page=5
journal-of-child-and-adolescent-psychiatric-nursing,Journal of Child and Adolescent Psychiatric Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Child%20and%20Adolescent%20Psychiatric%20Nursing&filter=type:journal&per-page=5
journal-of-client-centered-nursing-care,Journal of Client-Centered Nursing Care,Iran University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Client-Centered%20Nursing%20Care&filter=type:journal&per-page=5
journal-of-clinical-nursing,Journal of Clinical Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Clinical%20Nursing&filter=type:journal&per-page=5
journal-of-community-health-nursing,Journal of Community Health Nursing,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Community%20Health%20Nursing&filter=type:journal&per-page=5
journal-of-community-nursing,Journal of Community Nursing,Wound Care People,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Community%20Nursing&filter=type:journal&per-page=5
journal-of-continuing-education-in-nursing,Journal of Continuing Education in Nursing,SLACK,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Continuing%20Education%20in%20Nursing&filter=type:journal&per-page=5
journal-of-correctional-health-care,Journal of Correctional Health Care,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Correctional%20Health%20Care&filter=type:journal&per-page=5
journal-of-diabetes-nursing,Journal of Diabetes Nursing,OmniaMed Communications,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Diabetes%20Nursing&filter=type:journal&per-page=5
journal-of-doctoral-nursing-practice,Journal of Doctoral Nursing Practice,Springer Publishing Company,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Doctoral%20Nursing%20Practice&filter=type:journal&per-page=5
journal-of-emergency-nursing,Journal of Emergency Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Emergency%20Nursing&filter=type:journal&per-page=5
journal-of-emergency-practice-and-trauma,Journal of Emergency Practice and Trauma,Kerman University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Emergency%20Practice%20and%20Trauma&filter=type:journal&per-page=5
journal-of-family-nursing,Journal of Family Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Family%20Nursing&filter=type:journal&per-page=5
journal-of-forensic-nursing,Journal of Forensic Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Forensic%20Nursing&filter=type:journal&per-page=5
journal-of-gerontological-nursing,Journal of Gerontological Nursing,SLACK,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Gerontological%20Nursing&filter=type:journal&per-page=5
journal-of-health-and-nursing-management,Journal of Health and Nursing Management,Association of Executive Nurses,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Health%20and%20Nursing%20Management&filter=type:journal&per-page=5
journal-of-healthcare-leadership,Journal of Healthcare Leadership,Dove Medical Press,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Healthcare%20Leadership&filter=type:journal&per-page=5
journal-of-healthcare-management,Journal of Healthcare Management,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Healthcare%20Management&filter=type:journal&per-page=5
journal-of-holistic-nursing,Journal of Holistic Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Holistic%20Nursing&filter=type:journal&per-page=5
journal-of-holistic-nursing-science,Journal of Holistic Nursing Science,Universitas Muhammadiyah Magelang,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Holistic%20Nursing%20Science&filter=type:journal&per-page=5
journal-of-holistic-nursing-and-midwifery,Journal of Holistic Nursing and Midwifery,Guilan University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Holistic%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5
journal-of-hospice-and-palliative-nursing,Journal of Hospice and Palliative Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Hospice%20and%20Palliative%20Nursing&filter=type:journal&per-page=5
journal-of-infusion-nursing,Journal of Infusion Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Infusion%20Nursing&filter=type:journal&per-page=5
journal-of-infection-prevention,Journal of Infection Prevention,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Infection%20Prevention&filter=type:journal&per-page=5
journal-of-integrative-nursing,Journal of Integrative Nursing,Wolters Kluwer Medknow,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Integrative%20Nursing&filter=type:journal&per-page=5
journal-of-korean-academic-society-of-nursing-education,Journal of Korean Academic Society of Nursing Education,Korean Academic Society of Nursing Education,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Academic%20Society%20of%20Nursing%20Education&filter=type:journal&per-page=5
journal-of-korean-academy-of-fundamentals-of-nursing,Journal of Korean Academy of Fundamentals of Nursing,Korean Academy of Fundamentals of Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Fundamentals%20of%20Nursing&filter=type:journal&per-page=5
journal-of-korean-academy-of-nursing,Journal of Korean Academy of Nursing,Korean Society of Nursing Science,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Nursing&filter=type:journal&per-page=5
journal-of-korean-academy-of-nursing-administration,Journal of Korean Academy of Nursing Administration,Korean Academy of Nursing Administration,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Nursing%20Administration&filter=type:journal&per-page=5
journal-of-korean-academy-of-psychiatric-and-mental-health-nursing,Journal of Korean Academy of Psychiatric and Mental Health Nursing,Korean Academy of Psychiatric and Mental Health Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Psychiatric%20and%20Mental%20Health%20Nursing&filter=type:journal&per-page=5
journal-of-korean-gerontological-nursing,Journal of Korean Gerontological Nursing,Korean Gerontological Nursing Society,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Korean%20Gerontological%20Nursing&filter=type:journal&per-page=5
journal-of-mental-health-training-education-and-practice,"Journal of Mental Health Training, Education and Practice",Emerald,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Mental%20Health%20Training%2C%20Education%20and%20Practice&filter=type:journal&per-page=5
journal-of-midwifery-and-health-sciences,Journal of Midwifery and Health Sciences,Atatürk University,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Midwifery%20and%20Health%20Sciences&filter=type:journal&per-page=5
journal-of-midwifery-and-reproductive-health,Journal of Midwifery and Reproductive Health,Mashhad University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Midwifery%20and%20Reproductive%20Health&filter=type:journal&per-page=5
journal-of-midwifery-and-women-s-health,Journal of Midwifery and Women’s Health,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Midwifery%20and%20Women%E2%80%99s%20Health&filter=type:journal&per-page=5
journal-of-multidisciplinary-healthcare,Journal of Multidisciplinary Healthcare,Dove Medical Press,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Multidisciplinary%20Healthcare&filter=type:journal&per-page=5
journal-of-neonatal-nursing,Journal of Neonatal Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Neonatal%20Nursing&filter=type:journal&per-page=5
journal-of-neurocritical-care,Journal of Neurocritical Care,Korean Neurocritical Care Society,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Neurocritical%20Care&filter=type:journal&per-page=5
journal-of-neuroscience-nursing,Journal of Neuroscience Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Neuroscience%20Nursing&filter=type:journal&per-page=5
journal-of-nursing,Journal of Nursing,Taiwan Nurses Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing&filter=type:journal&per-page=5
journal-of-nursing-administration,Journal of Nursing Administration,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Administration&filter=type:journal&per-page=5
journal-of-nursing-care-quality,Journal of Nursing Care Quality,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Care%20Quality&filter=type:journal&per-page=5
journal-of-nursing-education,Journal of Nursing Education,SLACK,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Education&filter=type:journal&per-page=5
journal-of-nursing-effect,Journal of Nursing Effect,Dokuz Eylul University,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Effect&filter=type:journal&per-page=5
journal-of-nursing-management,Journal of Nursing Management,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Management&filter=type:journal&per-page=5
journal-of-nursing-measurement,Journal of Nursing Measurement,Springer Publishing Company,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Measurement&filter=type:journal&per-page=5
journal-of-nursing-regulation,Journal of Nursing Regulation,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Regulation&filter=type:journal&per-page=5
journal-of-nursing-research,Journal of Nursing Research,Taiwan Nurses Association / Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5
journal-of-nursing-scholarship,Journal of Nursing Scholarship,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20Scholarship&filter=type:journal&per-page=5
journal-of-nursing-and-midwifery-sciences,Journal of Nursing and Midwifery Sciences,Brieflands,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursing%20and%20Midwifery%20Sciences&filter=type:journal&per-page=5
journal-of-nursology,Journal of Nursology,Atatürk University,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Nursology&filter=type:journal&per-page=5
journal-of-palliative-medicine,Journal of Palliative Medicine,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Palliative%20Medicine&filter=type:journal&per-page=5
journal-of-patient-experience,Journal of Patient Experience,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Patient%20Experience&filter=type:journal&per-page=5
journal-of-patient-safety,Journal of Patient Safety,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Patient%20Safety&filter=type:journal&per-page=5
journal-of-patient-safety-and-risk-management,Journal of Patient Safety and Risk Management,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Patient%20Safety%20and%20Risk%20Management&filter=type:journal&per-page=5
journal-of-pediatric-hematology-oncology-nursing,Journal of Pediatric Hematology/Oncology Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Pediatric%20Hematology/Oncology%20Nursing&filter=type:journal&per-page=5
journal-of-pediatric-nursing,Journal of Pediatric Nursing,Elsevier / W.B. Saunders,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Pediatric%20Nursing&filter=type:journal&per-page=5
